2023-12-12T15:58:33.086Z,1.2
2023-12-12T15:58:35.104Z,1.2
2023-12-12T15:58:37.115Z,1.2
2023-12-12T15:58:39.129Z,1.2
2023-12-12T15:58:41.146Z,1.2
2023-12-12T15:58:43.156Z,1.2
2023-12-12T15:58:45.170Z,1.2
2023-12-12T15:58:47.180Z,1.2
2023-12-12T17:24:55.013Z,1.2
2023-12-12T17:24:57.032Z,1.2
2023-12-12T17:24:59.044Z,1.2
2023-12-12T17:25:01.051Z,1.2
2023-12-12T17:25:03.066Z,1.2
2023-12-12T17:25:05.086Z,1.2
2023-12-12T17:25:07.109Z,1.2
2023-12-12T17:25:09.129Z,1.2
2023-12-12T17:25:11.141Z,1.2
2023-12-12T17:25:13.157Z,1.2
2023-12-12T17:25:37.447Z,1.2
2023-12-12T17:25:39.469Z,1.2
2023-12-12T17:25:41.481Z,1.2
2023-12-12T17:25:43.492Z,1.2
2023-12-12T17:25:45.505Z,1.2
2023-12-12T17:25:47.523Z,1.2
2023-12-12T17:25:49.543Z,1.2
2023-12-12T17:25:51.561Z,1.2
2023-12-12T17:25:53.577Z,1.2
2023-12-12T17:25:55.588Z,1.2
2023-12-12T17:25:57.596Z,1.2
2023-12-12T17:25:59.611Z,1.2
2023-12-12T17:26:01.619Z,1.2
2023-12-12T17:26:03.634Z,1.2
2023-12-12T17:26:05.649Z,1.2
2023-12-12T17:26:07.660Z,1.2
2023-12-12T17:26:09.667Z,1.2
2023-12-12T17:26:11.681Z,1.2
2023-12-12T17:26:13.690Z,1.2
2023-12-12T17:26:15.698Z,1.2
2023-12-12T17:26:17.706Z,1.2
2023-12-12T17:26:19.717Z,1.2
2023-12-12T17:26:21.729Z,1.2
2023-12-12T17:26:23.746Z,1.2
2023-12-12T17:26:25.762Z,1.2
2023-12-12T17:26:27.780Z,1.2
2023-12-12T17:26:29.796Z,1.2
2023-12-12T17:26:31.809Z,1.2
2023-12-12T17:26:33.823Z,1.2
2023-12-12T18:56:40.727Z,1.2
2023-12-12T18:56:42.751Z,1.2
2023-12-12T18:56:44.774Z,1.2
2023-12-12T18:56:46.796Z,1.2
2023-12-12T18:56:48.817Z,1.2
2023-12-12T18:56:50.835Z,1.2
2023-12-12T19:24:55.565Z,1.2
2023-12-12T19:24:57.582Z,1.2
2023-12-12T19:24:59.605Z,1.2
2023-12-12T19:25:01.615Z,1.2
2023-12-12T19:25:03.630Z,1.2
2023-12-12T19:25:05.649Z,1.2
2023-12-12T19:25:07.663Z,1.2
2023-12-12T19:25:09.683Z,1.2
2023-12-12T19:25:11.706Z,1.2
2023-12-12T19:25:13.719Z,1.2
2023-12-12T19:25:15.734Z,1.2
2023-12-12T19:25:17.750Z,1.2
2023-12-12T19:25:19.762Z,1.2
2023-12-12T19:25:21.772Z,1.2
2023-12-12T19:25:23.789Z,1.2
2023-12-12T19:25:25.816Z,1.2
2023-12-12T19:25:27.827Z,1.2
2023-12-12T19:41:19.521Z,1.2
2023-12-12T19:41:21.540Z,1.2
2023-12-12T19:41:23.551Z,1.2
2023-12-12T19:41:25.559Z,1.2
2023-12-12T19:41:27.567Z,1.2
2023-12-12T19:41:29.583Z,1.2
2023-12-12T19:41:31.597Z,1.2
2023-12-12T19:41:33.604Z,1.2
2023-12-12T19:41:35.620Z,1.2
2023-12-12T19:41:37.632Z,1.2
2023-12-12T19:41:39.645Z,1.2
2023-12-12T19:41:41.661Z,1.2
2023-12-12T19:41:43.670Z,1.2
2023-12-12T19:41:45.686Z,1.2
2023-12-12T19:41:47.697Z,1.2
2023-12-12T19:41:49.715Z,1.2
2023-12-12T19:41:51.725Z,1.2
2023-12-12T19:41:53.732Z,1.2
2023-12-12T19:41:55.749Z,1.2
2023-12-12T19:41:57.768Z,1.2
2023-12-12T19:41:59.787Z,1.2
2023-12-12T19:42:01.806Z,1.2
2023-12-12T19:42:03.815Z,1.2
2023-12-12T19:42:05.828Z,1.2
2023-12-12T19:42:07.844Z,1.2
2023-12-12T19:42:09.863Z,1.2
2023-12-12T19:42:11.873Z,1.2
2023-12-12T19:42:13.881Z,1.2
2023-12-12T19:42:15.897Z,1.2
2023-12-12T19:42:17.911Z,1.2
2023-12-12T19:42:19.920Z,1.2
2023-12-12T19:42:21.936Z,1.2
2023-12-12T19:42:23.945Z,1.2
2023-12-12T19:42:25.958Z,1.2
2023-12-12T19:42:27.969Z,1.2
2023-12-12T19:42:29.980Z,1.2
2023-12-12T19:42:31.998Z,1.2
2023-12-12T19:42:34.017Z,1.2
2023-12-12T19:42:36.036Z,1.2
2023-12-12T19:42:38.046Z,1.2
2023-12-12T19:42:40.062Z,1.2
2023-12-12T19:42:42.073Z,1.2
2023-12-12T19:42:44.079Z,1.2
2023-12-12T19:42:46.095Z,1.2
2023-12-12T19:42:48.106Z,1.2
2023-12-12T19:42:50.121Z,1.2
2023-12-12T19:42:52.137Z,1.2
2023-12-12T19:42:54.154Z,1.2
2023-12-12T19:44:54.308Z,1.2
