id,date,wattage
2,1704562783082,1.4
2,1704562785101,1.4
2,1704562787129,1.4
2,1704562789148,1.4
2,1704562791158,1.4
2,1704562793170,1.4
2,1704562795194,1.4
2,1704562797221,1.4
2,1704562799246,1.4
2,1704562801259,1.4
2,1704562803271,1.4
2,1704562805282,1.4
2,1704562807299,1.4
2,1704562809322,1.4
2,1704562811338,1.4
2,1704562813349,1.4
2,1704562815369,1.4
2,1704562817396,1.4
2,1704562819419,1.4
2,1704562821439,1.4
2,1704562823461,1.4
2,1704562825487,1.4
2,1704562827509,1.4
2,1704562829528,1.4
2,1704562831550,1.4
2,1704562833576,1.4
2,1704562835590,1.4
2,1704562837609,1.4
2,1704562839631,1.4
2,1704562841658,1.4
2,1704562843682,1.4
2,1704562845700,1.4
2,1704562847711,1.4
2,1704562935863,1.4
2,1704562937878,1.4
2,1704562939888,1.4
2,1704562941901,1.4
2,1704562943916,1.4
2,1704562945927,1.4
2,1704562947938,1.4
2,1704562949948,1.4
2,1704562951958,1.4
2,1704562953969,1.4
2,1704562955979,1.4
2,1704562957988,1.4
2,1704562959999,1.4
2,1704562962010,1.4
2,1704562964027,1.4
2,1704562966040,1.4
2,1704562968049,1.4
2,1704562970060,1.4
2,1704562972071,1.4
2,1704562974084,1.4
2,1704562976095,1.4
2,1704562978105,1.4
2,1704562980115,1.4
2,1704562982131,1.4
2,1704562984147,1.4
2,1704562986158,1.4
2,1704562988170,1.4
2,1704562990181,1.4
2,1704562992197,1.4
2,1704562994208,1.4
2,1704562996219,1.4
2,1704562998229,1.4
2,1704563000239,1.4
2,1704563002247,1.4
2,1704563004260,1.4
2,1704563006270,1.4
2,1704563008281,1.4
2,1704563010288,1.4
2,1704563012298,1.4
2,1704563014307,1.4
2,1704563016315,1.4
2,1704563018325,1.4
2,1704563355280,1.4
2,1704563357298,1.4
2,1704563359311,1.4
2,1704563361333,1.4
2,1704563363351,1.4
2,1704563365373,1.4
2,1704563367392,1.4
2,1704563369419,1.4
2,1704563371446,1.4
2,1704563373462,1.4
2,1704563375477,1.4
2,1704563377494,1.4
2,1704563379518,1.4
2,1704563381546,1.4
2,1704563383573,1.4
2,1704563385594,1.4
2,1704563387617,1.4
2,1704563389644,1.4
2,1704563391662,1.4
2,1704563393682,1.4
2,1704563395706,1.4
2,1704563397733,1.4
2,1704563399766,1.4
2,1704563401792,1.4
2,1704563403822,1.4
2,1704563405852,1.4
2,1704563407872,1.4
2,1704563409890,1.4
2,1704563411913,1.4
2,1704563413940,1.4
2,1704563415961,1.4
2,1704563417974,1.4
2,1704563419987,1.4
2,1704563422000,1.4
2,1704563424016,1.4
2,1704563426038,1.4
2,1704563428057,1.4
2,1704563430069,1.4
2,1704563432078,1.4
2,1704563434099,1.4
2,1704563436127,1.4
2,1704563438147,1.4
2,1704563440159,1.4
2,1704563442208,1.4
2,1704563444225,1.4
2,1704563446246,1.4
2,1704563448260,1.4
2,1704563450279,1.4
2,1704563452296,1.4
2,1704563454305,1.4
2,1704563456328,1.4
2,1704563458354,1.4
2,1704563460383,1.4
2,1704563462403,1.4
2,1704563464442,1.4
2,1704563466456,1.4
2,1704563468465,1.4
2,1704563470482,1.4
2,1704563472493,1.4
2,1704563474506,1.4
2,1704563476518,1.4
2,1704563478530,1.4
2,1704563480542,1.4
2,1704563482555,1.4
2,1704563484566,1.4
2,1704563486581,1.4
2,1704563488596,1.4
2,1704563490608,1.4
2,1704563492621,1.4
2,1704563494632,1.4
2,1704563496651,1.4
2,1704563498660,1.4
2,1704563500681,1.4
2,1704563502704,1.4
2,1704563504721,1.4
2,1704563506729,1.4
2,1704563508747,1.4
2,1704563518178,1.4
2,1704563520203,1.4
2,1704563522226,1.4
2,1704563524247,1.4
2,1704563526263,1.4
2,1704563528278,1.4
2,1704563530294,1.4
2,1704563532310,1.4
2,1704563534321,1.4
2,1704563536338,1.4
2,1704563538359,1.4
2,1704563540382,1.4
2,1704563542396,1.4
2,1704563553527,1.4
2,1704563555556,1.4
2,1704563557572,1.4
2,1704563559584,1.4
2,1704563561605,1.4
2,1704563563631,1.4
2,1704563565655,1.4
2,1704563567677,1.4
2,1704563569695,1.4
2,1704563571707,1.4
2,1704563573717,1.4
2,1704563575736,1.4
2,1704563577755,1.4
2,1704563579768,1.4
2,1704563581787,1.4
2,1704563583814,1.4
2,1704563585827,1.4
2,1704563587846,1.4
2,1704563589871,1.4
2,1704563591898,1.4
2,1704563593923,1.4
2,1704563595944,1.4
2,1704563597968,1.4
2,1704563599993,1.4
2,1704563602019,1.4
2,1704563604044,1.4
2,1704563606060,1.4
2,1704563608079,1.4
2,1704563610106,1.4
2,1704563612121,1.4
2,1704563614135,1.4
2,1704565170542,1.4
2,1704565172564,1.4
2,1704565174579,1.4
2,1704565176593,1.4
2,1704565178603,1.4
2,1704565180614,1.4
2,1704565182628,1.4
2,1704565184646,1.4
2,1704565186670,1.4
2,1704565188693,1.4
2,1704565190716,1.4
2,1704565192743,1.4
2,1704565194761,1.4
2,1704565196774,1.4
2,1704565198794,1.4
2,1704565200830,1.4
2,1704565202846,1.4
2,1704565204859,1.4
2,1704565206870,1.4
2,1704565268986,1.4
2,1704565271008,1.4
2,1704565273029,1.4
2,1704565275048,1.4
2,1704565277064,1.4
2,1704565279087,1.4
2,1704565281114,1.4
2,1704565283136,1.4
2,1704565285148,1.4
2,1704565287163,1.4
2,1704565289180,1.4
2,1704565291197,1.4
2,1704565293216,1.4
2,1704565295226,1.4
2,1704565297235,1.4
2,1704565299256,1.4
2,1704565301272,1.4
2,1704565303290,1.4
2,1704565305307,1.4
2,1704565307317,1.4
2,1704565309329,1.4
2,1704565311346,1.4
2,1704565313369,1.4
2,1704565315393,1.4
2,1704565317416,1.4
2,1704565319442,1.4
2,1704565321468,1.4
2,1704565323500,1.4
2,1704565325527,1.4
2,1704565327556,1.4
2,1704565329583,1.4
2,1704565331610,1.4
2,1704565333634,1.4
2,1704565335660,1.4
2,1704565337679,1.4
2,1704565339699,1.4
2,1704565341718,1.4
2,1704565343739,1.4
2,1704565345765,1.4
2,1704565347793,1.4
2,1704565349819,1.4
2,1704565351845,1.4
2,1704565353870,1.4
2,1704565355894,1.4
2,1704565357916,1.4
2,1704565359930,1.4
2,1704565361946,1.4
2,1704565363970,1.4
2,1704565365993,1.4
2,1704565368017,1.4
2,1704565370033,1.4
2,1704565372058,1.4
2,1704565374082,1.4
2,1704565376101,1.4
2,1704565378118,1.4
2,1704565380134,1.4
2,1704565382144,1.4
2,1704565384159,1.4
2,1704565386171,1.4
2,1704565388181,1.4
2,1704565390189,1.4
2,1704565392205,1.4
2,1704565394215,1.4
2,1704565396230,1.4
2,1704565398245,1.4
2,1704565400254,1.4
2,1704565402273,1.4
2,1704565404291,1.4
2,1704565406304,1.4
2,1704565408318,1.4
2,1704565410328,1.4
2,1704565412347,1.4
2,1704565414370,1.4
2,1704565416396,1.4
2,1704565418421,1.4
2,1704565420433,1.4
2,1704565422450,1.4
2,1704565424477,1.4
2,1704565426503,1.4
2,1704565428529,1.4
2,1704565430552,1.4
2,1704565432568,1.4
2,1704565434589,1.4
2,1704565436616,1.4
2,1704565438642,1.4
2,1704565440671,1.4
2,1704565442689,1.4
2,1704565444708,1.4
2,1704565446734,1.4
2,1704565448763,1.4
2,1704565450780,1.4
2,1704565452800,1.4
2,1704565454829,1.4
2,1704565456854,1.4
2,1704565458882,1.4
2,1704565460904,1.4
2,1704565462931,1.4
2,1704565464956,1.4
2,1704565466984,1.4
2,1704565469011,1.4
2,1704565471028,1.4
2,1704565473042,1.4
2,1704565475065,1.4
2,1704565477096,1.4
2,1704565479117,1.4
2,1704565481146,1.4
2,1704565483168,1.4
2,1704565485180,1.4
2,1704565487196,1.4
2,1704565489212,1.4
2,1704565491231,1.4
2,1704565493249,1.4
2,1704565495270,1.4
2,1704565497295,1.4
2,1704565499310,1.4
2,1704565501329,1.4
2,1704565503352,1.4
2,1704565505368,1.4
2,1704565507409,1.4
2,1704565509489,1.4
2,1704565511519,1.4
2,1704565513556,1.4
2,1704565515575,1.4
2,1704565517605,1.4
2,1704565519625,1.4
2,1704565521664,1.4
2,1704565523705,1.4
2,1704565525726,1.4
2,1704565527766,1.4
2,1704565529779,1.4
2,1704565531799,1.4
2,1704565533835,1.4
2,1704565535856,1.4
2,1704565537895,1.4
2,1704565539932,1.4
2,1704565541961,1.4
2,1704565544024,1.4
2,1704565546128,1.4
2,1704565548152,1.4
2,1704565550198,1.4
2,1704565552240,1.4
2,1704565554271,1.4
2,1704565556290,1.4
2,1704565558324,1.4
2,1704565560334,1.4
2,1704565562346,1.4
2,1704565564386,1.4
2,1704565566399,1.4
2,1704565568432,1.4
2,1704565570442,1.4
2,1704565572461,1.4
2,1704565574475,1.4
2,1704565576493,1.4
2,1704565578529,1.4
2,1704565580543,1.4
2,1704565582563,1.4
2,1704565584600,1.4
2,1704565586619,1.4
2,1704565588659,1.4
2,1704565590686,1.4
2,1704565592702,1.4
2,1704565594729,1.4
2,1704565596740,1.4
2,1704565598772,1.4
2,1704565600813,1.4
2,1704565602827,1.4
2,1704565604836,1.4
2,1704565606845,1.4
2,1704568741853,1.4
2,1704568743869,1.4
2,1704568745879,1.4
2,1704568747901,1.4
2,1704568749927,1.4
2,1704568751943,1.4
2,1704568753962,1.4
2,1704568755985,1.4
2,1704568757998,1.4
2,1704568760008,1.4
2,1704568762028,1.4
2,1704568764051,1.4
2,1704568766064,1.4
2,1704568768083,1.4
2,1704568770097,1.4
2,1704568772109,1.4
2,1704568774127,1.4
2,1704568776157,1.4
2,1704568778177,1.4
2,1704568780192,1.4
2,1704568782202,1.4
2,1704568784218,1.4
2,1704568786282,1.4
2,1704568788296,1.4
2,1704568790306,1.4
2,1704568792331,1.4
2,1704568794362,1.4
2,1704568796392,1.4
2,1704568798408,1.4
2,1704568800419,1.4
2,1704568802428,1.4
2,1704568804435,1.4
2,1704568806445,1.4
2,1704568808461,1.4
2,1704568810472,1.4
2,1704568812482,1.4
2,1704568814494,1.4
2,1704568816513,1.4
2,1704568818533,1.4
2,1704568820550,1.4
2,1704568822561,1.4
2,1704568824579,1.4
2,1704568826595,1.4
2,1704568828611,1.4
2,1704568830622,1.4
2,1704568832636,1.4
2,1704568834663,1.4
2,1704568836680,1.4
2,1704568838700,1.4
2,1704568840717,1.4
2,1704568842733,1.4
2,1704568844752,1.4
2,1704568846767,1.4
2,1704568848780,1.4
2,1704568850793,1.4
2,1704568852804,1.4
2,1704568854817,1.4
2,1704568856829,1.4
2,1704568858837,1.4
2,1704568860848,1.4
2,1704568862870,1.4
2,1704568864880,1.4
2,1704568866888,1.4
2,1704568868898,1.4
2,1704568870909,1.4
2,1704568872917,1.4
2,1704568874926,1.4
2,1704568876942,1.4
2,1704568878960,1.4
2,1704568880975,1.4
2,1704568882992,1.4
2,1704568885004,1.4
2,1704568887016,1.4
2,1704568889035,1.4
2,1704568891055,1.4
2,1704568893076,1.4
2,1704568895099,1.4
2,1704568897112,1.4
2,1704568899127,1.4
2,1704568901142,1.4
2,1704568903159,1.4
2,1704568905180,1.4
2,1704568907195,1.4
2,1704568909205,1.4
2,1704568911214,1.4
2,1704568913221,1.4
2,1704568915233,1.4
2,1704568917247,1.4
2,1704568919262,1.4
2,1704568921271,1.4
2,1704568923279,1.4
