id,date,wattage
2,1703762335560,1.4
2,1703762337582,1.4
2,1703762339602,1.4
2,1703762341627,1.4
2,1703762343646,1.4
2,1703762345664,1.4
2,1703762347691,1.4
2,1703762349714,1.4
2,1703762351729,1.4
2,1703762353741,1.4
2,1703762355757,1.4
2,1703762357772,1.4
2,1703762359791,1.4
2,1703762361807,1.4
2,1703762363818,1.4
2,1703762365836,1.4
2,1703762367859,1.4
2,1703762369882,1.4
2,1703762371910,1.4
2,1703762373925,1.4
2,1703762375939,1.4
2,1703762377960,1.4
2,1703762379972,1.4
2,1703762381992,1.4
2,1703762384009,1.4
2,1703762386027,1.4
2,1703762388051,1.4
2,1703762390076,1.4
2,1703762392099,1.4
2,1703762394117,1.4
2,1703762396128,1.4
2,1703762398146,1.4
2,1703762400165,1.4
2,1703762402185,1.4
2,1703762404209,1.4
2,1703762406234,1.4
2,1703762408259,1.4
2,1703762410275,1.4
2,1703762412285,1.4
2,1703762414303,1.4
2,1703762416327,1.4
2,1703762418350,1.4
2,1703762420367,1.4
2,1703762422385,1.4
2,1703762424408,1.4
2,1703762426430,1.4
2,1703762428454,1.4
2,1703762430481,1.4
2,1703762432497,1.4
2,1703762434516,1.4
2,1703762436531,1.4
2,1703762438544,1.4
2,1703762440564,1.4
2,1703762442584,1.4
2,1703762444610,1.4
2,1703762446634,1.4
2,1703762448653,1.4
2,1703762450665,1.4
2,1703762452685,1.4
2,1703762454710,1.4
2,1703762456734,1.4
2,1703762458749,1.4
2,1703762460768,1.4
2,1703762462789,1.4
2,1703762464811,1.4
2,1703762466832,1.4
2,1703762468846,1.4
2,1703762470855,1.4
2,1703762472875,1.4
2,1703762474898,1.4
2,1703762476915,1.4
2,1703762478928,1.4
2,1703762480936,1.4
2,1703762482947,1.4
2,1703762484966,1.4
2,1703762486984,1.4
2,1703762489001,1.4
2,1703762491020,1.4
2,1703762493044,1.4
2,1703762495069,1.4
2,1703762497091,1.4
2,1703762499106,1.4
2,1703762501128,1.4
2,1703762503157,1.4
2,1703762505174,1.4
2,1703762507192,1.4
2,1703762509209,1.4
2,1703762511223,1.4
2,1703762513233,1.4
2,1703762515244,1.4
2,1703762517258,1.4
2,1703762519268,1.4
2,1703762521287,1.4
2,1703762523313,1.4
2,1703762525332,1.4
2,1703762527342,1.4
2,1703762529359,1.4
2,1703762531383,1.4
2,1703762533395,1.4
2,1703762535416,1.4
2,1703762537435,1.4
2,1703762539453,1.4
2,1703762541466,1.4
2,1703762543482,1.4
2,1703762545493,1.4
2,1703762547514,1.4
2,1703762549529,1.4
2,1703762551547,1.4
2,1703762553561,1.4
2,1703762555577,1.4
2,1703762557588,1.4
2,1703762559599,1.4
2,1703762561610,1.4
2,1703762563628,1.4
2,1703762565640,1.4
2,1703762567649,1.4
2,1703762569666,1.4
2,1703762571688,1.4
2,1703762573698,1.4
2,1703762575710,1.4
2,1703762577719,1.4
2,1703762579729,1.4
2,1703762581747,1.4
2,1703762583766,1.4
2,1703762585787,1.4
2,1703762587810,1.4
2,1703762589834,1.4
2,1703762591850,1.4
2,1703762593866,1.4
2,1703762595887,1.4
2,1703762597902,1.4
2,1703762599911,1.4
2,1703762601926,1.4
2,1703762603941,1.4
2,1703762605957,1.4
2,1703762607980,1.4
2,1703762610006,1.4
2,1703762612024,1.4
2,1703762614036,1.4
2,1703762616046,1.4
2,1703762618057,1.4
2,1703762620075,1.4
2,1703762622116,1.4
2,1703762624136,1.4
2,1703762626159,1.4
2,1703762628180,1.4
2,1703762630201,1.4
2,1703762632211,1.4
2,1703762634219,1.4
2,1703762636226,1.4
2,1703762638244,1.4
2,1703762640259,1.4
2,1703762647261,1.4
2,1703762649274,1.4
2,1703762651286,1.4
2,1703762653299,1.4
2,1703762655308,1.4
2,1703762657316,1.4
2,1703762659325,1.4
2,1703762759107,1.4
2,1703762790937,1.4
2,1703762792951,1.4
2,1703762794959,1.4
2,1703762796974,1.4
2,1703762798989,1.4
2,1703762800999,1.4
2,1703762803016,1.4
2,1703762805035,1.4
2,1703762807055,1.4
2,1703762809077,1.4
2,1703762811088,1.4
2,1703762813101,1.4
2,1703762815111,1.4
2,1703762817123,1.4
2,1703762819133,1.4
2,1703762821155,1.4
2,1703762823184,1.4
2,1703762825206,1.4
2,1703762827220,1.4
2,1703762829233,1.4
2,1703762831244,1.4
2,1703762833263,1.4
2,1703762835288,1.4
2,1703762837302,1.4
2,1703762839315,1.4
2,1703762841327,1.4
2,1703762843347,1.4
2,1703762845373,1.4
2,1703762847400,1.4
2,1703762849427,1.4
2,1703762851456,1.4
2,1703762853484,1.4
2,1703762855508,1.4
2,1703762857530,1.4
2,1703762859545,1.4
2,1703762861556,1.4
2,1703762863571,1.4
2,1703762865592,1.4
2,1703762867620,1.4
2,1703762869637,1.4
2,1703762871647,1.4
2,1703762873657,1.4
2,1703762880498,1.4
2,1703762882526,1.4
2,1703762884551,1.4
2,1703762886577,1.4
2,1703762888626,1.4
2,1703762890644,1.4
2,1703762892665,1.4
2,1703762894676,1.4
2,1703762896695,1.4
2,1703762898711,1.4
2,1703762900731,1.4
2,1703762902751,1.4
2,1703762904764,1.4
2,1703762906777,1.4
2,1703762908796,1.4
2,1703762910809,1.4
2,1703762912825,1.4
2,1703762914842,1.4
2,1703762916853,1.4
2,1703762918872,1.4
2,1703762920899,1.4
2,1703762922915,1.4
2,1703762924933,1.4
2,1703762926956,1.4
2,1703762928981,1.4
2,1703762931007,1.4
2,1703762933032,1.4
2,1703762935054,1.4
2,1703762937080,1.4
2,1703762939107,1.4
2,1703762941133,1.4
2,1703762943160,1.4
2,1703762945183,1.4
2,1703762947200,1.4
2,1703762949213,1.4
2,1703762951231,1.4
2,1703762953257,1.4
2,1703762955282,1.4
2,1703762957308,1.4
2,1703762959323,1.4
2,1703762961336,1.4
2,1703762963348,1.4
2,1703762965357,1.4
2,1703762967369,1.4
2,1703762969382,1.4
2,1703762971391,1.4
2,1703762973409,1.4
2,1703762975436,1.4
2,1703762977461,1.4
2,1703762979486,1.4
2,1703762981505,1.4
2,1703762983519,1.4
2,1703762985539,1.4
2,1703762987557,1.4
2,1703762989578,1.4
2,1703762991601,1.4
2,1703762993625,1.4
2,1703762995650,1.4
2,1703762997679,1.4
2,1703762999705,1.4
2,1703763001736,1.4
2,1703763003763,1.4
2,1703763005780,1.4
2,1703763007792,1.4
2,1703763009802,1.4
2,1703763011824,1.4
2,1703763013847,1.4
2,1703763015866,1.4
2,1703763017890,1.4
2,1703763019903,1.4
2,1703763021925,1.4
2,1703763023952,1.4
2,1703763025980,1.4
2,1703763028000,1.4
